tic,conm,datadate,fyear,at,lt,teq,revt,ni,exchg
STWD,STARWOOD PROPERTY TRUST INC,31DEC2019,2019,78042.336,72905.322,5137.014,1166.965,509.664,11
GNUS,GENIUS BRANDS INTL INC,31DEC2019,2019,29.413,20.326,9.087,5.908,-11.481,14
GCAP,GAIN CAPITAL HOLDINGS INC,31DEC2019,2019,1350.369,1115.67,234.699,236.257,-60.761,11
CODA,CODA OCTOPUS GROUP INC,31OCT2019,2019,34.331,3.703,30.628,25.057,5.225,14
KAR,KAR AUCTION SERVICES INC,31DEC2019,2019,6581.2,4931.0,1650.2,2781.9,188.5,11
OMER,OMEROS CORP,31DEC2019,2019,136.969,245.99,-109.021,111.805,-84.486,14
SRNE,SORRENTO THERAPEUTICS INC,31DEC2019,2019,557.632,524.876,32.756,31.432,-292.068,14
CLNY,COLONY CAPITAL INC,31DEC2019,2019,19832.184,10899.662,8926.415,2197.652,-1048.807,11
ARI,APOLLO COMMERCIAL RE FIN INC,31DEC2019,2019,6888.363,4258.388,2629.975,489.521,230.174,11
RCM,R1 RCM INC,31DEC2019,2019,929.1,681.9,247.2,1186.1,12.0,14
IRDM,IRIDIUM COMMUNICATIONS INC,31DEC2019,2019,3623.557,2164.275,1459.282,560.444,-161.999,14
VTNR,VERTEX ENERGY INC,31DEC2019,2019,120.76,69.511,46.852,163.365,-7.328,14
ORGS,ORGENESIS INC,31DEC2019,2019,92.495,55.462,6.078,33.256,-24.121,14
GNRC,GENERAC HOLDINGS INC,31DEC2019,2019,2665.669,1571.591,1032.851,2204.336,252.007,11
TWO,TWO HARBORS INVESTMENT CORP,31DEC2019,2019,35921.622,30951.156,4970.466,1324.784,323.962,11
COWN,COWEN INC,31DEC2019,2019,5162.025,3866.575,904.175,864.758,24.631,14
FLNT,FLUENT INC,31DEC2019,2019,317.093,106.156,210.937,281.684,-1.747,14
ARR,ARMOUR RESIDENTIAL REIT INC,31DEC2019,2019,13272.42,11835.713,1436.707,426.927,-249.905,11
PEB,PEBBLEBROOK HOTEL TRUST,31DEC2019,2019,6498.555,2866.619,3631.936,1612.213,115.442,11
TRNO,TERRENO REALTY CORP,31DEC2019,2019,2108.464,591.341,1517.123,174.837,55.516,11
LLIT,LIANLUO SMART LTD,31DEC2019,2019,2.334,3.623,-1.289,0.383,-4.451,14
POAI,PREDICTIVE ONCOLOGY INC,31DEC2019,2019,22.376,11.144,11.232,1.412,-19.391,14
CCM,CONCORD MEDICAL SVCS  -ADR,31DEC2019,2019,617.183,345.858,-2.925,28.488,-79.352,11
EFC,ELLINGTON FINANCIAL INC,31DEC2019,2019,4338.217,3469.518,868.699,170.11,57.933,11
CALX,CALIX INC,31DEC2019,2019,316.823,162.795,154.028,424.33,-17.694,11
HGSH,CHINA HGS REAL ESTATE INC,30SEP2019,2019,347.893,189.193,158.7,39.575,3.702,14
ST,SENSATA TECHNOLOGES HLDG PLC,31DEC2019,2019,6834.519,4260.764,2573.755,3450.631,282.714,11
CRMD,CORMEDIX INC,31DEC2019,2019,29.476,5.83,23.646,0.283,-16.433,12
SPSC,SPS COMMERCE INC,31DEC2019,2019,447.44,92.564,354.876,279.124,33.712,14
AVEO,AVEO PHARMACEUTICALS INC,31DEC2019,2019,50.6,35.754,14.846,28.795,9.388,14
BLNK,BLINK CHARGING CO,31DEC2019,2019,11.947,4.513,7.434,2.759,-9.649,14
CLPT,CLEARPOINT NEURO INC,31DEC2019,2019,11.926,7.339,4.587,11.217,-5.54,14
TNAV,TELENAV INC,30JUN2019,2019,297.015,206.375,90.64,220.896,-32.488,14
VUZI,VUZIX CORP,31DEC2019,2019,28.446,4.206,24.24,6.671,-26.476,14
PPSI,PIONEER POWER SOLUTIONS INC,31DEC2019,2019,28.119,11.684,16.435,20.582,-1.439,14
DQ,DAQO NEW ENERGY CORP,31DEC2019,2019,1201.356,634.198,567.158,349.991,29.525,11
MSGN,MSG NETWORKS INC,30JUN2019,2019,866.899,1325.667,-458.768,720.845,186.182,11
FIBK,FIRST INTERSTATE BANCSYSTEM,31DEC2019,2019,14644.2,12630.3,2013.9,703.9,181.0,14
JKS,JINKOSOLAR HOLDING CO,31DEC2019,2019,6871.277,5084.544,1786.733,4272.049,129.062,11
APO,APOLLO GLOBAL MGMT INC,31DEC2019,2019,8542.117,5503.99,3038.127,2931.849,843.193,11
IRWD,IRONWOOD PHARMACEUTICALS INC,31DEC2019,2019,402.748,495.999,-93.251,428.413,21.505,14
PLOW,DOUGLAS DYNAMICS INC,31DEC2019,2019,705.695,392.532,313.163,571.71,49.166,11
SANW,S&W SEED CO,30JUN2019,2019,146.364,46.366,99.998,109.723,-9.305,14
QNST,QUINSTREET INC,30JUN2019,2019,324.611,101.782,222.829,455.154,62.48,14
SLRC,SOLAR CAPITAL LTD,31DEC2019,2019,1949.889,1044.009,905.88,154.711,56.016,14
EXPR,EXPRESS INC,31JAN2020,2019,1790.739,1384.437,406.302,2019.194,-164.358,11
BEEM,BEAM GLOBAL,31DEC2019,2019,7.287,1.463,5.824,5.112,-3.934,14
STNG,SCORPIO TANKERS INC,31DEC2019,2019,5164.01,3187.021,1976.989,704.325,-48.49,11
GDOT,GREEN DOT CORP,31DEC2019,2019,2460.59,1533.234,927.356,1076.654,99.897,11
OAS,OASIS PETROLEUM INC,31DEC2019,2019,7499.253,3662.172,3837.081,2071.744,-128.243,14
HTHT,HUAZHU GROUP LIMITED - ADR,31DEC2019,2019,7610.532,6533.224,1077.308,1610.503,254.101,14
AMPE,AMPIO PHARMACEUTICALS INC,31DEC2019,2019,14.001,7.558,6.443,0.0,-13.63,12
GNMK,GENMARK DIAGNOSTICS INC,31DEC2019,2019,111.473,99.31,12.163,88.021,-47.35,14
SGOC,SGOCO GROUP LTD,31DEC2019,2019,140.578,19.952,120.626,5.525,-19.402,14
MXL,MAXLINEAR INC,31DEC2019,2019,705.791,290.871,414.92,317.18,-19.898,11
ENV,ENVESTNET INC,31DEC2019,2019,1801.884,934.308,867.576,900.127,-16.782,11
NVFY,NOVA LIFESTYLE INC,31DEC2019,2019,71.556,5.509,66.047,21.983,-8.601,14
AOSL,ALPHA AND OMEGA SEMICONDUCTR,30JUN2019,2019,739.394,296.105,443.289,450.92,1.861,14
CLDT,CHATHAM LODGING TRUST,31DEC2019,2019,1438.574,663.55,775.024,322.07,18.703,11
GBDC,GOLUB CAPITAL BDC INC,30SEP2019,2019,4394.863,2172.009,2222.854,172.298,-18.579,14
FLT,FLEETCOR TECHNOLOGIES INC,31DEC2019,2019,12248.541,8536.925,3711.616,2648.848,895.073,11
NPTN,NEOPHOTONICS CORP,31DEC2019,2019,334.679,174.473,160.206,356.804,-17.076,11
AMRS,AMYRIS INC,31DEC2019,2019,160.966,411.134,-250.168,152.557,-242.767,14
NXPI,NXP SEMICONDUCTORS NV,31DEC2019,2019,20016.0,10361.0,9655.0,8877.0,243.0,14
FCRD,FIRST EAGLE ALTERNATIVE CAPI,31DEC2019,2019,411.898,182.443,229.455,52.494,-24.61,14
QUAD,QUAD/GRAPHICS INC,31DEC2019,2019,2417.1,2172.8,244.3,3923.4,-156.3,11
RP,REALPAGE INC,31DEC2019,2019,2969.817,1796.891,1172.926,988.136,58.208,14
FAF,FIRST AMERICAN FINANCIAL CP,31DEC2019,2019,11519.167,7094.165,4425.002,6199.225,707.41,11
WKHS,WORKHORSE GROUP INC,31DEC2019,2019,50.674,85.587,-34.913,0.377,-37.163,14
TSLA,TESLA INC,31DEC2019,2019,34309.0,26199.0,7467.0,24578.0,-862.0,14
HPP,HUDSON PACIFIC PPTYS INC,31DEC2019,2019,7466.568,3622.131,3719.177,822.938,44.029,11
IPHI,INPHI CORP,31DEC2019,2019,976.006,629.405,346.601,365.635,-72.911,11
STND,STANDARD AVB FINANCIAL CORP,31DEC2019,2019,984.387,842.539,141.848,42.756,8.806,14
ELMD,ELECTROMED INC,30JUN2019,2019,29.354,3.62,25.734,31.3,1.969,12
AMRC,AMERESCO INC,31DEC2019,2019,1374.013,913.541,428.856,866.933,44.436,11
VPG,VISHAY PRECISION GROUP INC,31DEC2019,2019,370.413,128.661,241.752,283.958,22.188,11
COR,CORESITE REALTY CORP,31DEC2019,2019,2100.999,1887.111,213.888,572.727,75.84,11
XTNT,XTANT MEDICAL HOLDINGS INC,31DEC2019,2019,43.155,87.36,-44.205,64.682,-8.221,12
VRA,VERA BRADLEY INC,31JAN2020,2019,535.061,201.242,303.77,495.212,16.047,14
BWXT,BWX TECHNOLOGIES INC,31DEC2019,2019,1908.913,1504.801,404.112,1894.92,244.115,11
AMBO,AMBOW EDUCATION HLDGS,31DEC2019,2019,146.603,123.109,23.494,83.859,-14.353,12
ASMB,ASSEMBLY BIOSCIENCES INC,31DEC2019,2019,339.907,66.69,273.217,15.963,-97.634,14
TSG,STARS GROUP INC,31DEC2019,2019,11275.782,6756.339,4519.443,2528.448,62.822,14
MMYT,MAKEMYTRIP LTD,31MAR2020,2019,1083.211,220.919,862.292,511.529,-447.781,14
ENSV,ENSERVCO CORP,31DEC2019,2019,42.976,45.652,-2.676,43.026,-7.652,12
STAG,STAG INDUSTRIAL INC,31DEC2019,2019,4164.645,1800.754,2363.891,406.037,49.281,11
APTS,PREFERRED APARTMENT CMNTYS,31DEC2019,2019,4770.56,2836.444,1934.116,470.427,-7.244,11
OSN,OSSEN INNOVATION CO LTD -ADR,31DEC2019,2019,177.643,47.098,130.545,138.9,11.089,14
HZNP,HORIZON THERAPEUTICS PUB LTD,31DEC2019,2019,4436.034,2250.585,2185.449,1300.029,573.02,14
WD,WALKER & DUNLOP INC,31DEC2019,2019,2675.199,1632.914,1042.285,875.339,173.373,11
CLAR,CLARUS CORP,31DEC2019,2019,230.265,49.073,181.192,229.437,18.972,14
EVTC,EVERTEC INC,31DEC2019,2019,1011.676,740.053,271.623,487.374,103.469,11
LEDS,SEMILEDS CORP,31AUG2019,2019,11.662,9.874,1.788,5.902,-3.565,14
INN,SUMMIT HOTEL PROPERTIES INC,31DEC2019,2019,2355.683,1112.293,1243.39,549.626,82.61,11
PACB,PACIFIC BIOSCIENCES OF CALIF,31DEC2019,2019,147.985,93.068,54.917,90.891,-84.134,14
WSR,WHITESTONE REIT,31DEC2019,2019,1056.26,703.162,353.098,134.986,23.683,11
TRGP,TARGA RESOURCES CORP,31DEC2019,2019,18815.1,10093.4,8721.7,8671.1,-209.2,11
AAT,AMERICAN ASSETS TRUST INC,31DEC2019,2019,2790.333,1496.661,1293.672,367.437,46.099,11
SFUN,FANG HOLDINGS LTD,31DEC2019,2019,1812.902,1222.45,590.452,219.711,-10.249,11
OFED,OCONEE FEDERAL FINANCIAL CP,30JUN2019,2019,527.826,439.529,88.297,20.539,3.72,14
NMFC,NEW MOUNTAIN FINANCE CORP,31DEC2019,2019,3266.055,1982.587,1283.468,276.507,112.563,14
SGLB,SIGMA LABS INC,31DEC2019,2019,1.691,1.039,0.652,0.402,-6.321,14
SBRA,SABRA HEALTH CARE REIT INC,31DEC2019,2019,6069.299,2580.839,3488.46,654.94,68.996,14
SAVE,SPIRIT AIRLINES INC,31DEC2019,2019,7043.412,4782.08,2261.332,3830.536,335.255,11
CSOD,CORNERSTONE ONDEMAND INC,31DEC2019,2019,966.101,807.619,158.482,576.523,-4.054,14
ATOS,ATOSSA THERAPEUTICS INC,31DEC2019,2019,14.49,1.334,13.156,0.0,-17.24,14
LEAF,LEAF GROUP LTD,31DEC2019,2019,94.603,46.793,47.81,154.956,-26.838,11
TAL,TAL EDUCATION GROUP,29FEB2020,2019,5571.246,3027.049,2544.197,3273.308,-110.195,11
CMRE,COSTAMARE INC,31DEC2019,2019,3011.958,1601.23,1410.728,478.109,98.999,11
NOAH,NOAH HOLDINGS LTD  -ADR,31DEC2019,2019,1407.813,276.841,1130.972,487.119,119.08,11
HHC,HOWARD HUGHES CORP,31DEC2019,2019,8413.766,5080.778,3332.988,1300.539,73.956,11
HRZN,HORIZON TECHNOLOGY FINANCE,31DEC2019,2019,344.001,159.946,184.055,43.125,19.498,14
BKU,BANKUNITED INC,31DEC2019,2019,32871.293,29890.514,2980.779,1429.074,313.098,11
NVIV,INVIVO THERAPEUTICS HLDGS CO,31DEC2019,2019,9.325,3.742,5.583,0.0,-11.83,14
PCRX,PACIRA BIOSCIENCES INC,31DEC2019,2019,831.065,476.121,354.944,421.026,-11.016,14
BITA,BITAUTO HOLDINGS LTD  -ADR,31DEC2019,2019,6947.728,4110.414,2781.241,1544.293,-172.356,11
BAH,BOOZ ALLEN HAMILTON HLDG CP,31MAR2020,2019,4793.966,3937.61,856.356,7463.841,482.603,11
ACRX,ACELRX PHARMACEUTICALS INC,31DEC2019,2019,91.356,132.774,-41.418,2.289,-53.24,14
RNET,RIGNET INC,31DEC2019,2019,250.98,204.103,46.877,242.931,-19.156,14
REVG,REV GROUP INC,31OCT2019,2019,1347.1,841.9,505.2,2403.7,-12.3,11
TRCH,TORCHLIGHT ENERGY RESOURCES,31DEC2019,2019,40.924,25.858,15.066,0.746,-9.839,14
SREV,SERVICESOURCE INTL INC,31DEC2019,2019,161.464,73.027,88.437,216.135,-18.683,14
PVG,PRETIUM RESOURCES INC,31DEC2019,2019,1573.167,618.865,954.302,484.54,40.917,11
UAN,CVR PARTNERS LP,31DEC2019,2019,1137.955,718.411,419.544,404.177,-34.969,11
SUPN,SUPERNUS PHARMACEUTICALS INC,31DEC2019,2019,1160.282,564.854,595.428,392.755,113.056,14
GWRS,GLOBAL WATER RESOURCES INC,31DEC2019,2019,251.593,226.921,24.672,35.471,2.224,14
VOC,VOC ENERGY TRUST,31DEC2019,2019,63.346,0.0,63.346,12.662,11.815,11
PSHG,PERFORMANCE SHIPPPING INC,31DEC2019,2019,130.569,36.331,94.238,26.846,-32.057,14
AGRO,ADECOAGRO SA,31DEC2019,2019,2521.307,1492.424,1028.883,887.138,-0.772,11
KOS,KOSMOS ENERGY LTD,31DEC2019,2019,4317.232,3475.53,841.702,1499.416,-55.777,11
AL,AIR LEASE CORP,31DEC2019,2019,21709.155,16085.611,5623.544,1916.869,587.121,11
MCC,MEDLEY CAPITAL CORP,30SEP2019,2019,486.267,269.835,216.432,46.299,-96.575,11
WIFI,BOINGO WIRELESS INC,31DEC2019,2019,600.467,506.986,93.481,263.79,-10.296,14
OXLC,OXFORD LANE CAPITAL CORP,31MAR2020,2019,531.939,263.151,268.788,122.151,-291.133,14
HII,HUNTINGTON INGALLS IND INC,31DEC2019,2019,7031.0,5443.0,1588.0,8899.0,549.0,11
THR,THERMON GROUP HOLDINGS INC,31MAR2020,2019,620.905,274.466,346.439,383.486,11.938,11
RLJ,RLJ LODGING TRUST,31DEC2019,2019,5851.4,2624.917,3226.483,1573.239,127.842,11
SEAS,SEAWORLD ENTERTAINMENT INC,31DEC2019,2019,2300.518,2089.626,210.892,1398.244,89.476,11
GEVO,GEVO INC,31DEC2019,2019,93.359,20.855,72.504,24.487,-28.66,14
NGL,NGL ENERGY PARTNERS LP,31MAR2020,2019,6498.736,4225.763,2272.973,7584.0,-397.007,11
SUNS,SOLAR SENIOR CAPITAL LTD,31DEC2019,2019,577.958,316.144,261.814,40.091,22.944,14
MITT,AG MORTGAGE INVESTMENT TRUST,31DEC2019,2019,4347.817,3498.771,849.046,129.664,92.922,11
SXC,SUNCOKE ENERGY INC,31DEC2019,2019,1753.8,1235.4,518.4,1600.3,-152.3,11
VER,VEREIT INC,31DEC2019,2019,13280.68,6437.402,6843.278,1252.881,-300.353,11
ARCO,ARCOS DORADOS HOLDINGS INC,31DEC2019,2019,2557.685,2136.119,421.566,2959.077,79.896,11
SPLP,STEEL PARTNERS HOLDINGS LP,31DEC2019,2019,2332.354,1855.935,476.419,1561.771,3.95,11
GMLP,GOLAR LNG PARTNERS LP,31DEC2019,2019,2105.612,1452.918,652.694,299.652,17.805,14
ARMK,ARAMARK,30SEP2019,2019,13736.321,10406.359,3320.047,16227.341,448.549,11
VNET,21VIANET GROUP INC,31DEC2019,2019,2049.936,1298.589,751.347,544.157,-26.18,14
PFLT,PENNANTPARK FLOATING RT CAP,30SEP2019,2019,1152.376,649.318,503.058,92.947,11.416,14
SHSP,SHARPSPRING INC,31DEC2019,2019,38.007,9.194,28.813,22.699,-12.388,14
CLSK,CLEANSPARK INC,30SEP2019,2019,23.434,4.549,18.885,4.533,-26.117,14
NSPR,INSPIREMD INC,31DEC2019,2019,9.88,4.497,5.383,3.721,-10.04,12
CHEF,CHEFS' WAREHOUSE INC,31DEC2019,2019,1013.679,677.746,335.933,1591.834,24.193,14
SQNS,SEQUANS COMMUNICATIONS SA,31DEC2019,2019,63.315,92.876,-29.561,30.864,-36.697,11
CLRB,CELLECTAR BIOSCIENCES INC,31DEC2019,2019,12.251,3.192,9.059,0.0,-14.093,14
MPC,MARATHON PETROLEUM CORP,31DEC2019,2019,98556.0,55449.0,42139.0,123949.0,2637.0,11
SVVC,FIRSTHAND TECHNOLOGY VALU FD,31DEC2019,2019,130.927,3.838,127.089,1.79,-64.529,14
SSSS,SURO CAPITAL CORP,31DEC2019,2019,288.564,88.647,199.917,1.495,23.954,14
RENN,RENREN INC,31DEC2019,2019,226.211,100.978,125.233,349.783,-51.093,11
Z,ZILLOW GROUP INC,31DEC2019,2019,6131.973,2696.552,3435.421,2742.837,-305.361,14
FRAN,FRANCESCAS HOLDINGS CORP,31JAN2020,2019,328.608,282.082,46.526,407.536,-25.02,14
PRTY,PARTY CITY HOLDCO INC,31DEC2019,2019,3595.319,3062.247,529.721,2348.789,-532.495,11
YNDX,YANDEX N.V.,31DEC2019,2019,4688.986,993.619,3465.916,2824.914,206.58,14
LIVX,LIVEXLIVE MEDIA,31MAR2020,2019,54.116,61.246,-7.13,38.659,-38.927,14
WPX,WPX ENERGY INC,31DEC2019,2019,8413.0,3898.0,4515.0,2292.0,256.0,11
ORC,ORCHID ISLAND CAPITAL INC,31DEC2019,2019,3882.08,3486.573,395.507,169.492,24.265,11
HMST,HOMESTREET INC,31DEC2019,2019,6812.435,6132.712,679.723,352.038,17.512,14
FENG,PHOENIX NEW MEDIA LTD  -ADR,31DEC2019,2019,764.874,255.752,509.122,219.886,104.528,11
MSBI,MIDLAND STATES BANCORP,31DEC2019,2019,6087.017,5425.106,661.911,324.8,55.784,14
RM,REGIONAL MANAGEMENT CORP,31DEC2019,2019,1158.54,855.757,302.783,355.713,44.732,11
IZEA,IZEA WORLDWIDE INC,31DEC2019,2019,23.944,10.226,13.718,18.956,-7.29,14
GRPN,GROUPON INC,31DEC2019,2019,1586.743,1191.697,395.046,2218.915,-22.377,14
VTGN,VISTAGEN THERAPEUTICS INC,31MAR2020,2019,5.772,11.501,-5.729,0.0,-20.774,14
AMCX,AMC NETWORKS INC,31DEC2019,2019,5596.686,4595.73,691.505,3060.321,380.486,14
XNET,XUNLEI LTD  -ADS,31DEC2019,2019,424.687,129.144,295.543,180.665,-53.169,14
ENPH,ENPHASE ENERGY INC,31DEC2019,2019,713.223,441.011,272.212,624.333,161.148,14
UI,UBIQUITI INC,30JUN2019,2019,875.865,776.588,99.277,1161.733,322.694,11
FDUS,FIDUS INVESTMENT CORP,31DEC2019,2019,789.439,377.129,412.31,77.106,48.466,14
ASPN,ASPEN AEROGELS INC,31DEC2019,2019,103.502,44.512,58.99,139.375,-14.565,11
TSE,TRINSEO SA,31DEC2019,2019,2758.8,2089.9,668.9,3775.8,92.0,11
TLYS,TILLY'S INC,31JAN2020,2019,546.64,386.739,159.901,619.3,22.622,11
ZNGA,ZYNGA INC,31DEC2019,2019,3660.614,1685.184,1975.43,1321.659,41.925,14
IROQ,IF BANCORP INC,30JUN2019,2019,723.87,641.409,82.461,30.887,3.558,14
MACK,MERRIMACK PHARMACEUTICALS,31DEC2019,2019,20.082,2.77,17.312,0.0,-17.332,14
HTA,HEALTHCARE TRUST OF AMERICA,31DEC2019,2019,6638.749,3208.105,3430.644,694.763,30.154,11
REGI,RENEWABLE ENERGY GROUP INC,31DEC2019,2019,1785.349,653.443,1131.906,2641.393,380.064,14
PRLB,PROTO LABS INC,31DEC2019,2019,673.667,87.877,585.79,458.728,63.655,11
EPAM,EPAM SYSTEMS INC,31DEC2019,2019,2244.208,648.063,1596.145,2293.798,261.057,11
BCEI,BONANZA CREEK ENERGY INC,31DEC2019,2019,1206.318,269.628,936.69,313.22,67.067,11
SRLP,SPRAGUE RESOURCES LP,31DEC2019,2019,1275.543,1181.761,93.782,3502.41,31.256,11
VCRA,VOCERA COMMUNICATIONS INC,31DEC2019,2019,370.455,206.63,163.825,180.501,-17.98,11
MTSI,M/ACOM TECHNOLOGY SOLUTIONS,30SEP2019,2019,1105.574,791.678,313.896,499.708,-383.798,14
ERA,ERA GROUP INC,31DEC2019,2019,764.515,304.961,456.742,226.059,-3.593,11
CHUY,CHUY'S HOLDINGS INC,31DEC2019,2019,446.069,251.133,194.936,426.357,6.215,14
MCEP,MID-CON ENERGY PARTNERS -LP,31DEC2019,2019,202.769,109.113,93.656,55.501,-0.599,14
MTDR,MATADOR RESOURCES CO,31DEC2019,2019,4069.676,2100.224,1969.452,983.67,87.777,11
FRGI,FIESTA RESTAURANT GROUP INC,31DEC2019,2019,568.641,410.405,158.236,660.943,-84.386,14
BCOV,BRIGHTCOVE INC,31DEC2019,2019,172.867,98.744,74.123,184.455,-21.903,14
LPI,LAREDO PETROLEUM INC,31DEC2019,2019,2264.437,1422.563,841.874,837.281,-342.459,11
FBHS,FORTUNE BRANDS HOME & SECUR,31DEC2019,2019,6291.3,3863.5,2427.8,5764.6,431.9,11
LIQT,LIQTECH INTERNATIONAL INC,31DEC2019,2019,38.59,15.584,23.006,32.637,0.04,14
FRG,FRANCHISE GROUP INC,31DEC2019,2019,1298.545,1146.784,151.761,228.079,-38.029,14
CG,CARLYLE GROUP INC,31DEC2019,2019,13808.8,10839.2,2969.6,3305.5,380.9,14
XYL,XYLEM INC,31DEC2019,2019,7710.0,4743.0,2967.0,5249.0,401.0,11
ACRE,ARES COMMERCIAL REAL ESTATE,31DEC2019,2019,1784.134,1357.795,426.339,139.842,36.991,11
ENVA,ENOVA INTERNATIONAL INC,31DEC2019,2019,1574.352,1197.739,376.613,1174.757,36.612,11
MN,MANNING & NAPIER INC,31DEC2019,2019,226.211,76.59,149.621,136.001,1.433,11
GO,GROCERY OUTLET HLDNG CORP,31DEC2019,2019,2185.529,1440.145,745.384,2559.617,15.419,14
XELB,XCEL BRANDS INC,31DEC2019,2019,143.191,44.739,98.452,41.727,-3.426,14
AXGN,AXOGEN INC,31DEC2019,2019,154.643,22.49,132.153,106.712,-29.135,14
GWRE,GUIDEWIRE SOFTWARE INC,31JUL2019,2019,2166.963,592.762,1574.201,719.514,20.732,11
STAF,STAFFING 360 SOLUTIONS INC,31DEC2019,2019,88.841,89.208,-0.367,278.478,-4.894,14
GNE,GENIE ENERGY LTD,31DEC2019,2019,156.244,75.314,80.93,315.291,4.175,11
TNXP,TONIX PHARMACEUTICALS HLDG,31DEC2019,2019,14.558,5.141,9.417,0.0,-28.618,14
NBHC,NATIONAL BANK HLDGS CORP,31DEC2019,2019,5895.512,5128.592,766.92,325.353,80.365,11
VAC,MARRIOTT VACATIONS WORLDWIDE,31DEC2019,2019,9214.0,6183.0,3031.0,4355.0,138.0,11
ACHC,ACADIA HEALTHCARE CO INC,31DEC2019,2019,6879.142,4340.61,2505.381,3107.462,108.923,14
VSTM,VERASTEM INC,31DEC2019,2019,145.046,137.872,7.174,17.456,-149.209,14
WHLR,WHEELER REAL ESTATE INVT TR,31DEC2019,2019,484.365,371.133,113.232,63.164,-8.039,14
SGBX,SG BLOCKS INC,31DEC2019,2019,6.635,2.275,4.36,2.985,-6.921,14
AMPY,AMPLIFY ENERGY CORP,31DEC2019,2019,877.539,443.332,434.207,275.575,-35.197,11
CLVS,CLOVIS ONCOLOGY INC,31DEC2019,2019,669.604,843.861,-174.257,143.006,-400.424,14
PBF,PBF ENERGY INC,31DEC2019,2019,9132.4,5546.9,3585.5,24508.2,319.4,11
YELP,YELP INC,31DEC2019,2019,1070.7,315.709,754.991,1014.194,40.881,11
FBIO,FORTRESS BIOTECH INC,31DEC2019,2019,226.422,153.89,72.532,36.629,-39.96,14
SYNC,SYNACOR INC,31DEC2019,2019,79.878,36.214,43.664,121.845,-9.021,14
EIGI,ENDURANCE INTL GRP HLDGS INC,31DEC2019,2019,2584.086,2387.132,196.954,1113.278,-12.347,14
CPRI,CAPRI HOLDINGS LTD,31MAR2020,2019,7946.0,5778.0,2168.0,5551.0,-223.0,11
TRIP,TRIPADVISOR INC,31DEC2019,2019,1984.0,823.0,1161.0,1560.0,126.0,14
MANU,MANCHESTER UNITED PLC,30JUN2019,2019,1901.784,1374.145,527.639,796.947,23.994,11
BVN,MINAS BUENAVENTURA SA,31DEC2019,2019,4107.274,1139.074,2968.2,867.888,-12.208,11
BAK,BRASKEM SA,31DEC2019,2019,16949.075,15967.715,981.36,13016.995,-695.977,11
ABEV,AMBEV SA,31DEC2019,2019,25311.499,9748.879,15562.62,13085.702,2930.617,11
CRESY,CRESUD SACIFYA,30JUN2019,2019,12003.892,9900.802,2103.09,1990.799,-443.043,14
TSM,TAIWAN SEMICONDUCTOR MFG CO,31DEC2019,2019,75704.435,21739.261,53965.174,35767.097,11831.65,11
DRD,DRDGOLD LTD,30JUN2019,2019,287.425,97.087,190.338,195.541,5.557,11
EBR,ELETROBRAS-CENTR ELETR BRAS,31DEC2019,2019,44149.995,26388.63,17761.365,6897.529,2661.22,11
SKM,SK TELECOM CO LTD,31DEC2019,2019,38641.247,18872.185,19769.062,15369.062,770.811,11
TTM,TATA MOTORS LTD,31MAR2020,2019,41710.48,33768.46,7942.02,34452.175,-1513.15,11
CPAC,CEMENTOS PACASMAYO SAA,31DEC2019,2019,884.913,455.777,429.136,420.397,39.859,11
WIT,WIPRO LTD,31MAR2020,2019,10850.747,3422.693,7428.054,8104.003,1291.074,11
ZNH,CHINA SOUTHERN AIRLINES,31DEC2019,2019,44079.836,32974.138,11105.698,22163.141,379.147,11
BRFS,BRF SA,31DEC2019,2019,10391.534,8397.963,1993.571,8334.196,40.472,11
FORTY,FORMULA SYSTEMS (1985) LTD,31DEC2019,2019,2089.257,1192.923,896.334,1701.115,38.82,14
SID,COMPANHIA SIDERURGICA NACION,31DEC2019,2019,12655.209,9828.599,2826.61,6328.047,445.082,11
UMC,UNITED MICROELECTRONICS CORP,31DEC2019,2019,12243.268,5460.332,6782.936,4954.033,272.606,11
VALE,VALE SA,31DEC2019,2019,91713.0,52720.0,38993.0,37570.0,-1683.0,11
ABB,ABB LTD,31DEC2019,2019,46108.0,32128.0,13980.0,27978.0,1439.0,11
INFY,INFOSYS LTD,31MAR2020,2019,12260.0,3559.0,8701.0,12780.0,2331.0,11
BMA,BANCO MACRO SA,31DEC2019,2019,7436.191,5664.886,1771.305,2692.958,344.894,11
NGG,NATIONAL GRID,31MAR2020,2019,83525.805,59143.725,24382.08,18102.3,1573.68,11
FMS,FRESENIUS MEDICAL CARE AG&CO,31DEC2019,2019,36958.789,22115.413,14843.376,19611.887,1346.192,11
PAM,PAMPA ENERGIA SA,31DEC2019,2019,5685.672,3276.275,2409.397,2582.76,551.351,11
ERJ,EMBRAER SA,31DEC2019,2019,10572.5,6957.9,3614.6,2618.1,-322.3,11
ASX,ASE TECHNOLOGY HLDNG CO,31DEC2019,2019,18626.679,11513.198,7113.481,13811.709,570.295,11
ICL,ICL GROUP LTD,31DEC2019,2019,9173.0,5112.0,4061.0,5271.0,475.0,11
EQNR,EQUINOR ASA,31DEC2019,2019,118063.0,76904.0,41159.0,62911.0,1843.0,11
ORAN,ORANGE,31DEC2019,2019,119291.385,80670.346,38621.039,48206.724,3373.281,11
